countryname,iso3,year,region,protracted_crisis,variable,unit,value_precise,value_fixed
Cuba,CUB,2022,Latin America & Caribbean,"",Vulnerability_Score,index,54.3914540140857,54.39
Djibouti,DJI,2017,Middle East & North Africa,yes,Vulnerability_Score,index,59.160407265222,59.16
Djibouti,DJI,2018,Middle East & North Africa,"",Vulnerability_Score,index,58.181200759803,58.18
Djibouti,DJI,2019,Middle East & North Africa,"",Vulnerability_Score,index,57.9685295107539,57.97
Djibouti,DJI,2020,Middle East & North Africa,"",Vulnerability_Score,index,58.2362300712728,58.24
Djibouti,DJI,2021,Middle East & North Africa,"",Vulnerability_Score,index,58.8521060536789,58.85
Djibouti,DJI,2022,Middle East & North Africa,"",Vulnerability_Score,index,58.8772433265211,58.88
Dominica,DMA,2017,Latin America & Caribbean,"",Vulnerability_Score,index,45.0660390828488,45.07
Dominica,DMA,2018,Latin America & Caribbean,"",Vulnerability_Score,index,45.1699580931382,45.17
Dominica,DMA,2019,Latin America & Caribbean,"",Vulnerability_Score,index,45.7826256641094,45.78
Dominica,DMA,2020,Latin America & Caribbean,"",Vulnerability_Score,index,46.5413568009411,46.54
Dominica,DMA,2021,Latin America & Caribbean,"",Vulnerability_Score,index,47.0002540937582,47
Dominica,DMA,2022,Latin America & Caribbean,"",Vulnerability_Score,index,47.0221568543906,47.02
Dominican Republic,DOM,2017,Latin America & Caribbean,"",Vulnerability_Score,index,53.8063574616245,53.81
Dominican Republic,DOM,2018,Latin America & Caribbean,"",Vulnerability_Score,index,53.938097164742,53.94
Dominican Republic,DOM,2019,Latin America & Caribbean,"",Vulnerability_Score,index,53.841239117262,53.84
Dominican Republic,DOM,2020,Latin America & Caribbean,"",Vulnerability_Score,index,53.6575899635477,53.66
Dominican Republic,DOM,2021,Latin America & Caribbean,yes,Vulnerability_Score,index,53.3789204385304,53.38
Dominican Republic,DOM,2022,Latin America & Caribbean,yes,Vulnerability_Score,index,53.2666363686899,53.27
Algeria,DZA,2017,Middle East & North Africa,"",Vulnerability_Score,index,52.6460253246624,52.65
Algeria,DZA,2018,Middle East & North Africa,"",Vulnerability_Score,index,52.6387644647637,52.64
Algeria,DZA,2019,Middle East & North Africa,"",Vulnerability_Score,index,52.6179591566774,52.62
Algeria,DZA,2020,Middle East & North Africa,"",Vulnerability_Score,index,51.3456483308716,51.35
Algeria,DZA,2021,Middle East & North Africa,"",Vulnerability_Score,index,51.7258151142009,51.73
Algeria,DZA,2022,Middle East & North Africa,"",Vulnerability_Score,index,51.3334988680424,51.33
Ecuador,ECU,2017,Latin America & Caribbean,"",Vulnerability_Score,index,56.2746196628992,56.27
Ecuador,ECU,2018,Latin America & Caribbean,"",Vulnerability_Score,index,55.991928342089,55.99
Ecuador,ECU,2019,Latin America & Caribbean,"",Vulnerability_Score,index,55.7929109702701,55.79
Ecuador,ECU,2020,Latin America & Caribbean,"",Vulnerability_Score,index,56.1492690741058,56.15
Ecuador,ECU,2021,Latin America & Caribbean,"",Vulnerability_Score,index,55.8611416548289,55.86
Ecuador,ECU,2022,Latin America & Caribbean,yes,Vulnerability_Score,index,55.9237168871262,55.92
Egypt,EGY,2017,Middle East & North Africa,yes,Vulnerability_Score,index,53.5478238365612,53.55
Egypt,EGY,2018,Middle East & North Africa,yes,Vulnerability_Score,index,53.1376738362773,53.14
Egypt,EGY,2019,Middle East & North Africa,yes,Vulnerability_Score,index,52.8654439840826,52.87
Egypt,EGY,2020,Middle East & North Africa,yes,Vulnerability_Score,index,52.6408630042266,52.64
Egypt,EGY,2021,Middle East & North Africa,yes,Vulnerability_Score,index,52.3813534720635,52.38
Egypt,EGY,2022,Middle East & North Africa,yes,Vulnerability_Score,index,52.4105793337983,52.41
Eritrea,ERI,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,69.6083544267078,69.61
Eritrea,ERI,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,69.5829443434521,69.58
Eritrea,ERI,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,69.5774604802842,69.58
Eritrea,ERI,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,69.3121885512922,69.31
Eritrea,ERI,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,69.2288313817278,69.23
Eritrea,ERI,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,69.3537535471608,69.35
Ethiopia,ETH,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,62.2997378255072,62.3
Ethiopia,ETH,2018,Sub-Saharan Africa,yes,Vulnerability_Score,index,61.0370353318408,61.04
Ethiopia,ETH,2019,Sub-Saharan Africa,yes,Vulnerability_Score,index,60.4299682567734,60.43
Ethiopia,ETH,2020,Sub-Saharan Africa,yes,Vulnerability_Score,index,60.9973777128128,61
Ethiopia,ETH,2021,Sub-Saharan Africa,yes,Vulnerability_Score,index,61.5313311838612,61.53
Ethiopia,ETH,2022,Sub-Saharan Africa,yes,Vulnerability_Score,index,61.3051283540555,61.31
Fiji,FJI,2017,East Asia & Pacific,"",Vulnerability_Score,index,51.1372818768955,51.14
Fiji,FJI,2018,East Asia & Pacific,"",Vulnerability_Score,index,50.8273206240164,50.83
Fiji,FJI,2019,East Asia & Pacific,"",Vulnerability_Score,index,48.5186899845991,48.52
Fiji,FJI,2020,East Asia & Pacific,"",Vulnerability_Score,index,48.8725183566033,48.87
Fiji,FJI,2021,East Asia & Pacific,"",Vulnerability_Score,index,49.0837646866744,49.08
Fiji,FJI,2022,East Asia & Pacific,"",Vulnerability_Score,index,49.1036590217601,49.1
Micronesia,FSM,2017,East Asia & Pacific,"",Vulnerability_Score,index,63.2463662630619,63.25
Micronesia,FSM,2018,East Asia & Pacific,"",Vulnerability_Score,index,62.660577842606,62.66
Micronesia,FSM,2019,East Asia & Pacific,"",Vulnerability_Score,index,62.8442612888351,62.84
Micronesia,FSM,2020,East Asia & Pacific,"",Vulnerability_Score,index,62.814666063709,62.81
Micronesia,FSM,2021,East Asia & Pacific,"",Vulnerability_Score,index,63.0405248327868,63.04
Micronesia,FSM,2022,East Asia & Pacific,"",Vulnerability_Score,index,62.7896742422009,62.79
Gabon,GAB,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,56.8844889726738,56.88
Gabon,GAB,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,57.0153550794115,57.02
Gabon,GAB,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,57.0791847919874,57.08
Gabon,GAB,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,57.4996236303265,57.5
Gabon,GAB,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,57.0009630853853,57
Gabon,GAB,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,57.0179316995086,57.02
Georgia,GEO,2017,Europe & Central Asia,"",Vulnerability_Score,index,42.0711071262932,42.07
Georgia,GEO,2018,Europe & Central Asia,"",Vulnerability_Score,index,41.5930419267238,41.59
Georgia,GEO,2019,Europe & Central Asia,"",Vulnerability_Score,index,42.7587052734409,42.76
Georgia,GEO,2020,Europe & Central Asia,"",Vulnerability_Score,index,41.689141177872,41.69
Georgia,GEO,2021,Europe & Central Asia,"",Vulnerability_Score,index,41.3185722483324,41.32
Georgia,GEO,2022,Europe & Central Asia,"",Vulnerability_Score,index,41.2846982273228,41.28
Ghana,GHA,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,56.1063396608936,56.11
Ghana,GHA,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,55.9294440514043,55.93
Ghana,GHA,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,54.9972831234652,55
Ghana,GHA,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,54.7872168567488,54.79
Ghana,GHA,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,54.8591351051048,54.86
Ghana,GHA,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,54.8195877294297,54.82
Guinea,GIN,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,61.0508164616725,61.05
Guinea,GIN,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,61.3038742485397,61.3
Guinea,GIN,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,60.8252388256618,60.83
Guinea,GIN,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,60.7845768491153,60.78
Guinea,GIN,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,61.4511117239889,61.45
Guinea,GIN,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,61.2408202840134,61.24
Gambia,GMB,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,61.4292694080089,61.43
Gambia,GMB,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,61.4320007605245,61.43
Gambia,GMB,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,60.8822529406025,60.88
Gambia,GMB,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,59.034453970871,59.03
Gambia,GMB,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,60.4945727998899,60.49
Gambia,GMB,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,60.184381626276,60.18
Guinea-Bissau,GNB,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,67.9958531123487,68
Guinea-Bissau,GNB,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,67.9563245190933,67.96
Guinea-Bissau,GNB,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,67.5720970077147,67.57
Guinea-Bissau,GNB,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,67.969228107564,67.97
Guinea-Bissau,GNB,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,67.1993706976328,67.2
Guinea-Bissau,GNB,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,67.1039645409258,67.1
Equatorial Guinea,GNQ,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,58.7109603952477,58.71
Equatorial Guinea,GNQ,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,58.3557078172857,58.36
Equatorial Guinea,GNQ,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,58.1124798689819,58.11
Equatorial Guinea,GNQ,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,58.0440484229907,58.04
Equatorial Guinea,GNQ,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,57.9581070053047,57.96
Equatorial Guinea,GNQ,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,57.8106471651666,57.81
Grenada,GRD,2017,Latin America & Caribbean,"",Vulnerability_Score,index,43.4066706696233,43.41
Grenada,GRD,2018,Latin America & Caribbean,"",Vulnerability_Score,index,43.4892434254438,43.49
Grenada,GRD,2019,Latin America & Caribbean,"",Vulnerability_Score,index,43.418617559696,43.42
Grenada,GRD,2020,Latin America & Caribbean,"",Vulnerability_Score,index,43.2804771218248,43.28
Grenada,GRD,2021,Latin America & Caribbean,"",Vulnerability_Score,index,42.7492285332176,42.75
Grenada,GRD,2022,Latin America & Caribbean,"",Vulnerability_Score,index,42.6254912333023,42.63
Guatemala,GTM,2017,Latin America & Caribbean,"",Vulnerability_Score,index,56.3792574479914,56.38
Guatemala,GTM,2018,Latin America & Caribbean,"",Vulnerability_Score,index,56.3370645776217,56.34
Guatemala,GTM,2019,Latin America & Caribbean,"",Vulnerability_Score,index,56.4009346600528,56.4
Guatemala,GTM,2020,Latin America & Caribbean,"",Vulnerability_Score,index,56.7353894399294,56.74
Guatemala,GTM,2021,Latin America & Caribbean,"",Vulnerability_Score,index,56.7689404200711,56.77
Guatemala,GTM,2022,Latin America & Caribbean,"",Vulnerability_Score,index,56.3024359806845,56.3
Guyana,GUY,2017,Latin America & Caribbean,"",Vulnerability_Score,index,58.1459612051938,58.15
Guyana,GUY,2018,Latin America & Caribbean,"",Vulnerability_Score,index,57.699850161489,57.7
Guyana,GUY,2019,Latin America & Caribbean,"",Vulnerability_Score,index,57.0924849575104,57.09
Guyana,GUY,2020,Latin America & Caribbean,"",Vulnerability_Score,index,55.3800248325027,55.38
Guyana,GUY,2021,Latin America & Caribbean,"",Vulnerability_Score,index,54.8017764641185,54.8
Guyana,GUY,2022,Latin America & Caribbean,"",Vulnerability_Score,index,54.776297008263,54.78
Honduras,HND,2017,Latin America & Caribbean,"",Vulnerability_Score,index,59.2776210760841,59.28
Honduras,HND,2018,Latin America & Caribbean,"",Vulnerability_Score,index,58.9107733055875,58.91
Honduras,HND,2019,Latin America & Caribbean,"",Vulnerability_Score,index,59.2646127220562,59.26
Honduras,HND,2020,Latin America & Caribbean,"",Vulnerability_Score,index,59.3590271937779,59.36
Honduras,HND,2021,Latin America & Caribbean,"",Vulnerability_Score,index,59.4866441536423,59.49
Honduras,HND,2022,Latin America & Caribbean,"",Vulnerability_Score,index,59.1886810838258,59.19
Haiti,HTI,2017,Latin America & Caribbean,yes,Vulnerability_Score,index,63.6954322596417,63.7
Haiti,HTI,2018,Latin America & Caribbean,yes,Vulnerability_Score,index,63.5853585161608,63.59
Haiti,HTI,2019,Latin America & Caribbean,yes,Vulnerability_Score,index,63.8411697865098,63.84
Haiti,HTI,2020,Latin America & Caribbean,yes,Vulnerability_Score,index,64.0016536537209,64
Haiti,HTI,2021,Latin America & Caribbean,yes,Vulnerability_Score,index,64.3964395804654,64.4
Haiti,HTI,2022,Latin America & Caribbean,yes,Vulnerability_Score,index,64.6566837185219,64.66
Indonesia,IDN,2017,East Asia & Pacific,"",Vulnerability_Score,index,54.2678962601489,54.27
Indonesia,IDN,2018,East Asia & Pacific,"",Vulnerability_Score,index,53.616949910495,53.62
Indonesia,IDN,2019,East Asia & Pacific,"",Vulnerability_Score,index,52.4977752747011,52.5
Indonesia,IDN,2020,East Asia & Pacific,"",Vulnerability_Score,index,52.0334451548789,52.03
Indonesia,IDN,2021,East Asia & Pacific,"",Vulnerability_Score,index,51.6532350990535,51.65
Indonesia,IDN,2022,East Asia & Pacific,"",Vulnerability_Score,index,51.45456783409,51.45
India,IND,2017,South Asia,"",Vulnerability_Score,index,56.5822362413782,56.58
India,IND,2018,South Asia,"",Vulnerability_Score,index,55.7885265002481,55.79
India,IND,2019,South Asia,"",Vulnerability_Score,index,54.8724632962772,54.87
India,IND,2020,South Asia,"",Vulnerability_Score,index,53.6373274242453,53.64
India,IND,2021,South Asia,"",Vulnerability_Score,index,53.3456954048996,53.35
India,IND,2022,South Asia,"",Vulnerability_Score,index,52.9356588336926,52.94
Iran,IRN,2017,Middle East & North Africa,"",Vulnerability_Score,index,46.1124951668117,46.11
Iran,IRN,2018,Middle East & North Africa,"",Vulnerability_Score,index,48.1787347988633,48.18
Iran,IRN,2019,Middle East & North Africa,"",Vulnerability_Score,index,48.5686661750349,48.57
Iran,IRN,2020,Middle East & North Africa,"",Vulnerability_Score,index,48.9990116609477,49
Iran,IRN,2021,Middle East & North Africa,"",Vulnerability_Score,index,49.5340382581451,49.53
Iran,IRN,2022,Middle East & North Africa,"",Vulnerability_Score,index,49.4365040517665,49.44
Iraq,IRQ,2017,Middle East & North Africa,yes,Vulnerability_Score,index,56.9795462073242,56.98
Iraq,IRQ,2018,Middle East & North Africa,yes,Vulnerability_Score,index,56.7487761455266,56.75
Iraq,IRQ,2019,Middle East & North Africa,yes,Vulnerability_Score,index,56.9602174775596,56.96
Iraq,IRQ,2020,Middle East & North Africa,yes,Vulnerability_Score,index,57.1015250432849,57.1
Iraq,IRQ,2021,Middle East & North Africa,yes,Vulnerability_Score,index,56.7126103578657,56.71
Iraq,IRQ,2022,Middle East & North Africa,yes,Vulnerability_Score,index,56.4156837161617,56.42
Jamaica,JAM,2017,Latin America & Caribbean,"",Vulnerability_Score,index,52.1216551787777,52.12
Jamaica,JAM,2018,Latin America & Caribbean,"",Vulnerability_Score,index,51.6086251515754,51.61
Jamaica,JAM,2019,Latin America & Caribbean,"",Vulnerability_Score,index,51.7765403162027,51.78
Jamaica,JAM,2020,Latin America & Caribbean,"",Vulnerability_Score,index,51.2929133941671,51.29
Jamaica,JAM,2021,Latin America & Caribbean,"",Vulnerability_Score,index,51.0172506232309,51.02
Jamaica,JAM,2022,Latin America & Caribbean,"",Vulnerability_Score,index,50.4870356216172,50.49
Jordan,JOR,2017,Middle East & North Africa,yes,Vulnerability_Score,index,49.2766897323961,49.28
Jordan,JOR,2018,Middle East & North Africa,yes,Vulnerability_Score,index,49.3210664163304,49.32
Jordan,JOR,2019,Middle East & North Africa,yes,Vulnerability_Score,index,48.2644923201682,48.26
Jordan,JOR,2020,Middle East & North Africa,yes,Vulnerability_Score,index,47.9345491705432,47.93
Jordan,JOR,2021,Middle East & North Africa,yes,Vulnerability_Score,index,48.1050514753194,48.11
Jordan,JOR,2022,Middle East & North Africa,yes,Vulnerability_Score,index,47.7234289101809,47.72
Kazakhstan,KAZ,2017,Europe & Central Asia,"",Vulnerability_Score,index,40.2710116158415,40.27
Kazakhstan,KAZ,2018,Europe & Central Asia,"",Vulnerability_Score,index,40.5941100332486,40.59
Kazakhstan,KAZ,2019,Europe & Central Asia,"",Vulnerability_Score,index,40.3244555171977,40.32
Kazakhstan,KAZ,2020,Europe & Central Asia,"",Vulnerability_Score,index,40.3784578526411,40.38
Kazakhstan,KAZ,2021,Europe & Central Asia,"",Vulnerability_Score,index,40.1993674183401,40.2
Kazakhstan,KAZ,2022,Europe & Central Asia,"",Vulnerability_Score,index,40.1172640571714,40.12
Kenya,KEN,2017,Sub-Saharan Africa,yes,Vulnerability_Score,index,60.8861466140713,60.89
Kenya,KEN,2018,Sub-Saharan Africa,yes,Vulnerability_Score,index,60.3447388404326,60.34
Kenya,KEN,2019,Sub-Saharan Africa,yes,Vulnerability_Score,index,60.0682812692553,60.07
Kenya,KEN,2020,Sub-Saharan Africa,yes,Vulnerability_Score,index,59.7509575876311,59.75
Kenya,KEN,2021,Sub-Saharan Africa,yes,Vulnerability_Score,index,59.4206433363951,59.42
Kenya,KEN,2022,Sub-Saharan Africa,yes,Vulnerability_Score,index,59.1862282473901,59.19
Kyrgyzstan,KGZ,2017,Europe & Central Asia,"",Vulnerability_Score,index,47.3689845112503,47.37
Kyrgyzstan,KGZ,2018,Europe & Central Asia,"",Vulnerability_Score,index,46.9262484736867,46.93
Kyrgyzstan,KGZ,2019,Europe & Central Asia,"",Vulnerability_Score,index,46.4557234498653,46.46
Kyrgyzstan,KGZ,2020,Europe & Central Asia,"",Vulnerability_Score,index,46.8013156855214,46.8
Kyrgyzstan,KGZ,2021,Europe & Central Asia,"",Vulnerability_Score,index,46.6395458829499,46.64
Kyrgyzstan,KGZ,2022,Europe & Central Asia,"",Vulnerability_Score,index,46.485057147528,46.49
Cambodia,KHM,2017,East Asia & Pacific,"",Vulnerability_Score,index,59.6850540875444,59.69
Cambodia,KHM,2018,East Asia & Pacific,"",Vulnerability_Score,index,59.7482024009832,59.75
Cambodia,KHM,2019,East Asia & Pacific,"",Vulnerability_Score,index,59.710738958125,59.71
Cambodia,KHM,2020,East Asia & Pacific,"",Vulnerability_Score,index,59.8233495887406,59.82
Cambodia,KHM,2021,East Asia & Pacific,"",Vulnerability_Score,index,59.9414036847886,59.94
Cambodia,KHM,2022,East Asia & Pacific,"",Vulnerability_Score,index,59.6704165101609,59.67
Kiribati,KIR,2017,East Asia & Pacific,"",Vulnerability_Score,index,57.0947705711348,57.09
Kiribati,KIR,2018,East Asia & Pacific,"",Vulnerability_Score,index,57.6828098896601,57.68
Kiribati,KIR,2019,East Asia & Pacific,"",Vulnerability_Score,index,54.7566876207892,54.76
Kiribati,KIR,2020,East Asia & Pacific,"",Vulnerability_Score,index,56.4021533316001,56.4
Kiribati,KIR,2021,East Asia & Pacific,"",Vulnerability_Score,index,56.1751460816727,56.18
Kiribati,KIR,2022,East Asia & Pacific,"",Vulnerability_Score,index,56.3793857844178,56.38
Lao People's Democratic Republic,LAO,2017,East Asia & Pacific,"",Vulnerability_Score,index,58.3691233616309,58.37
Lao People's Democratic Republic,LAO,2018,East Asia & Pacific,"",Vulnerability_Score,index,57.5296343357588,57.53
Lao People's Democratic Republic,LAO,2019,East Asia & Pacific,"",Vulnerability_Score,index,57.8587463150188,57.86
Lao People's Democratic Republic,LAO,2020,East Asia & Pacific,"",Vulnerability_Score,index,57.5118010230213,57.51
Lao People's Democratic Republic,LAO,2021,East Asia & Pacific,"",Vulnerability_Score,index,57.7237427887545,57.72
Lao People's Democratic Republic,LAO,2022,East Asia & Pacific,"",Vulnerability_Score,index,57.7456655967376,57.75
Lebanon,LBN,2017,Middle East & North Africa,yes,Vulnerability_Score,index,55.2708089255471,55.27
Lebanon,LBN,2018,Middle East & North Africa,yes,Vulnerability_Score,index,54.7875553065818,54.79
Lebanon,LBN,2019,Middle East & North Africa,yes,Vulnerability_Score,index,54.5885923568365,54.59
Lebanon,LBN,2020,Middle East & North Africa,yes,Vulnerability_Score,index,55.3701150028621,55.37
Lebanon,LBN,2021,Middle East & North Africa,yes,Vulnerability_Score,index,55.3686906770867,55.37
Lebanon,LBN,2022,Middle East & North Africa,yes,Vulnerability_Score,index,55.2932719888162,55.29
Liberia,LBR,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,63.831000816514,63.83
Liberia,LBR,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,63.9550835291972,63.96
Liberia,LBR,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,64.1485089906877,64.15
Liberia,LBR,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,63.3484891920817,63.35
Liberia,LBR,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,63.2152028827625,63.22
Liberia,LBR,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,63.0981740812442,63.1
Libya,LBY,2017,Middle East & North Africa,"",Vulnerability_Score,index,57.0321318181176,57.03
Libya,LBY,2018,Middle East & North Africa,"",Vulnerability_Score,index,57.0885906056203,57.09
Libya,LBY,2019,Middle East & North Africa,yes,Vulnerability_Score,index,57.2191518548712,57.22
Libya,LBY,2020,Middle East & North Africa,yes,Vulnerability_Score,index,57.3038258431308,57.3
Libya,LBY,2021,Middle East & North Africa,yes,Vulnerability_Score,index,56.926942781439,56.93
Libya,LBY,2022,Middle East & North Africa,yes,Vulnerability_Score,index,56.9695256928837,56.97
Saint Lucia,LCA,2017,Latin America & Caribbean,"",Vulnerability_Score,index,44.8553590274621,44.86
Saint Lucia,LCA,2018,Latin America & Caribbean,"",Vulnerability_Score,index,45.0106052893679,45.01
Saint Lucia,LCA,2019,Latin America & Caribbean,"",Vulnerability_Score,index,45.4145078045447,45.41
Saint Lucia,LCA,2020,Latin America & Caribbean,"",Vulnerability_Score,index,46.4100922708852,46.41
Saint Lucia,LCA,2021,Latin America & Caribbean,"",Vulnerability_Score,index,46.4159175855804,46.42
Saint Lucia,LCA,2022,Latin America & Caribbean,"",Vulnerability_Score,index,46.225198157426,46.23
Sri Lanka,LKA,2017,South Asia,"",Vulnerability_Score,index,55.1013996293104,55.1
Sri Lanka,LKA,2018,South Asia,"",Vulnerability_Score,index,54.4932945325974,54.49
Sri Lanka,LKA,2019,South Asia,"",Vulnerability_Score,index,53.4412280605477,53.44
Sri Lanka,LKA,2020,South Asia,"",Vulnerability_Score,index,53.0527077352471,53.05
Sri Lanka,LKA,2021,South Asia,"",Vulnerability_Score,index,53.7483818316652,53.75
Sri Lanka,LKA,2022,South Asia,"",Vulnerability_Score,index,54.3643811929551,54.36
Lesotho,LSO,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,58.3071280996595,58.31
Lesotho,LSO,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,58.5202295625211,58.52
Lesotho,LSO,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,58.8599525289995,58.86
Lesotho,LSO,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,58.6580515344403,58.66
Lesotho,LSO,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,58.751381296398,58.75
Lesotho,LSO,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,58.698711120975,58.7
Morocco,MAR,2017,Middle East & North Africa,"",Vulnerability_Score,index,48.6907153207298,48.69
Morocco,MAR,2018,Middle East & North Africa,"",Vulnerability_Score,index,47.7999874768548,47.8
Morocco,MAR,2019,Middle East & North Africa,"",Vulnerability_Score,index,47.2618848382532,47.26
Morocco,MAR,2020,Middle East & North Africa,"",Vulnerability_Score,index,46.8419129859369,46.84
Morocco,MAR,2021,Middle East & North Africa,"",Vulnerability_Score,index,46.8667949288988,46.87
Morocco,MAR,2022,Middle East & North Africa,"",Vulnerability_Score,index,46.624558491337,46.62
Moldova,MDA,2017,Europe & Central Asia,"",Vulnerability_Score,index,48.6820325014553,48.68
Moldova,MDA,2018,Europe & Central Asia,"",Vulnerability_Score,index,48.3786373262118,48.38
Moldova,MDA,2019,Europe & Central Asia,"",Vulnerability_Score,index,48.3113339174849,48.31
Moldova,MDA,2020,Europe & Central Asia,"",Vulnerability_Score,index,48.2535327880761,48.25
Moldova,MDA,2021,Europe & Central Asia,"",Vulnerability_Score,index,47.8357894739281,47.84
Moldova,MDA,2022,Europe & Central Asia,"",Vulnerability_Score,index,47.8348926052548,47.83
Madagascar,MDG,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,64.9247168137642,64.92
Madagascar,MDG,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,64.6642144843546,64.66
Madagascar,MDG,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,64.8503709289227,64.85
Madagascar,MDG,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,64.857355858118,64.86
Madagascar,MDG,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,64.8383695507674,64.84
Madagascar,MDG,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,64.8064769029574,64.81
Maldives,MDV,2017,South Asia,"",Vulnerability_Score,index,56.3204845483472,56.32
Maldives,MDV,2018,South Asia,"",Vulnerability_Score,index,55.863491039124,55.86
Maldives,MDV,2019,South Asia,"",Vulnerability_Score,index,55.5824597945955,55.58
Maldives,MDV,2020,South Asia,"",Vulnerability_Score,index,55.5190366741923,55.52
Maldives,MDV,2021,South Asia,"",Vulnerability_Score,index,55.9575612206243,55.96
Maldives,MDV,2022,South Asia,"",Vulnerability_Score,index,55.6553394286672,55.66
Mexico,MEX,2017,Latin America & Caribbean,"",Vulnerability_Score,index,49.7549576918075,49.75
Mexico,MEX,2018,Latin America & Caribbean,"",Vulnerability_Score,index,49.7572114404116,49.76
Mexico,MEX,2019,Latin America & Caribbean,"",Vulnerability_Score,index,50.0458200468483,50.05
Mexico,MEX,2020,Latin America & Caribbean,"",Vulnerability_Score,index,49.973902748961,49.97
Mexico,MEX,2021,Latin America & Caribbean,"",Vulnerability_Score,index,50.2770647864257,50.28
Mexico,MEX,2022,Latin America & Caribbean,yes,Vulnerability_Score,index,50.3703703954087,50.37
Marshall Islands,MHL,2017,East Asia & Pacific,"",Vulnerability_Score,index,57.1881623472298,57.19
Marshall Islands,MHL,2018,East Asia & Pacific,"",Vulnerability_Score,index,57.425677261304,57.43
Marshall Islands,MHL,2019,East Asia & Pacific,"",Vulnerability_Score,index,59.3634809866251,59.36
Marshall Islands,MHL,2020,East Asia & Pacific,"",Vulnerability_Score,index,59.1768046540157,59.18
Marshall Islands,MHL,2021,East Asia & Pacific,"",Vulnerability_Score,index,58.8506709748502,58.85
Marshall Islands,MHL,2022,East Asia & Pacific,"",Vulnerability_Score,index,58.4293833873623,58.43
North Macedonia,MKD,2017,Europe & Central Asia,"",Vulnerability_Score,index,45.6292315193889,45.63
North Macedonia,MKD,2018,Europe & Central Asia,"",Vulnerability_Score,index,45.9663851331053,45.97
North Macedonia,MKD,2019,Europe & Central Asia,"",Vulnerability_Score,index,45.781710843754,45.78
North Macedonia,MKD,2020,Europe & Central Asia,"",Vulnerability_Score,index,45.6819722962047,45.68
