Donor,Year,Display,Series,Value
Japan,2014,Proportions,Multilateral through UN and others,8.48
Japan,2014,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Japan,2015,Proportions,Bilateral,92.76
Japan,2015,Proportions,Multilateral through UN and others,7.24
Japan,2015,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Japan,2016,Proportions,Bilateral,86.84
Japan,2016,Proportions,Multilateral through UN and others,13.16
Japan,2016,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Japan,2017,Proportions,Bilateral,85.13
Japan,2017,Proportions,Multilateral through UN and others,14.87
Japan,2017,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Japan,2018,Proportions,Bilateral,79.57
Japan,2018,Proportions,Multilateral through UN and others,20.43
Japan,2018,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Japan,2019,Proportions,Bilateral,72.14
Japan,2019,Proportions,Multilateral through UN and others,27.86
Japan,2019,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Japan,2020,Proportions,Bilateral,78.04
Japan,2020,Proportions,Multilateral through UN and others,21.96
Japan,2020,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Japan,2021,Proportions,Bilateral,89.90
Japan,2021,Proportions,Multilateral through UN and others,10.10
Japan,2021,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Japan,2022,Proportions,Bilateral,99.99
Japan,2022,Proportions,Multilateral through UN and others,0.01
Japan,2022,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Korea,2013,Proportions,Bilateral,70.76
Korea,2013,Proportions,Multilateral through UN and others,29.24
Korea,2013,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Korea,2014,Proportions,Bilateral,85.24
Korea,2014,Proportions,Multilateral through UN and others,14.76
Korea,2014,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Korea,2015,Proportions,Bilateral,77.25
Korea,2015,Proportions,Multilateral through UN and others,22.75
Korea,2015,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Korea,2016,Proportions,Bilateral,80.53
Korea,2016,Proportions,Multilateral through UN and others,19.47
Korea,2016,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Korea,2017,Proportions,Bilateral,86.00
Korea,2017,Proportions,Multilateral through UN and others,14.00
Korea,2017,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Korea,2018,Proportions,Bilateral,88.10
Korea,2018,Proportions,Multilateral through UN and others,11.90
Korea,2018,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Korea,2019,Proportions,Bilateral,85.84
Korea,2019,Proportions,Multilateral through UN and others,14.16
Korea,2019,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Korea,2020,Proportions,Bilateral,84.95
Korea,2020,Proportions,Multilateral through UN and others,15.05
Korea,2020,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Korea,2021,Proportions,Bilateral,85.81
Korea,2021,Proportions,Multilateral through UN and others,14.19
Korea,2021,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Korea,2022,Proportions,Bilateral,87.53
Korea,2022,Proportions,Multilateral through UN and others,12.47
Korea,2022,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Luxembourg,2013,Proportions,Bilateral,69.61
Luxembourg,2013,Proportions,Multilateral through UN and others,22.31
Luxembourg,2013,Proportions,Contributions to EU institutions' humanitarian assistance,8.08
Luxembourg,2014,Proportions,Bilateral,69.60
Luxembourg,2014,Proportions,Multilateral through UN and others,21.99
Luxembourg,2014,Proportions,Contributions to EU institutions' humanitarian assistance,8.41
Luxembourg,2015,Proportions,Bilateral,76.11
Luxembourg,2015,Proportions,Multilateral through UN and others,16.62
Luxembourg,2015,Proportions,Contributions to EU institutions' humanitarian assistance,7.27
Luxembourg,2016,Proportions,Bilateral,73.33
Luxembourg,2016,Proportions,Multilateral through UN and others,14.87
Luxembourg,2016,Proportions,Contributions to EU institutions' humanitarian assistance,11.80
Luxembourg,2017,Proportions,Bilateral,80.46
Luxembourg,2017,Proportions,Multilateral through UN and others,9.98
Luxembourg,2017,Proportions,Contributions to EU institutions' humanitarian assistance,9.56
Luxembourg,2018,Proportions,Bilateral,80.89
Luxembourg,2018,Proportions,Multilateral through UN and others,10.91
Luxembourg,2018,Proportions,Contributions to EU institutions' humanitarian assistance,8.20
Luxembourg,2019,Proportions,Bilateral,78.25
Luxembourg,2019,Proportions,Multilateral through UN and others,14.36
Luxembourg,2019,Proportions,Contributions to EU institutions' humanitarian assistance,7.40
Luxembourg,2020,Proportions,Bilateral,68.52
Luxembourg,2020,Proportions,Multilateral through UN and others,22.93
Luxembourg,2020,Proportions,Contributions to EU institutions' humanitarian assistance,8.55
Luxembourg,2021,Proportions,Bilateral,64.59
Luxembourg,2021,Proportions,Multilateral through UN and others,26.23
Luxembourg,2021,Proportions,Contributions to EU institutions' humanitarian assistance,9.19
Luxembourg,2022,Proportions,Bilateral,72.73
Luxembourg,2022,Proportions,Multilateral through UN and others,17.52
Luxembourg,2022,Proportions,Contributions to EU institutions' humanitarian assistance,9.75
Netherlands,2013,Proportions,Bilateral,35.47
Netherlands,2013,Proportions,Multilateral through UN and others,41.91
Netherlands,2013,Proportions,Contributions to EU institutions' humanitarian assistance,22.61
Netherlands,2014,Proportions,Bilateral,52.38
Netherlands,2014,Proportions,Multilateral through UN and others,28.50
Netherlands,2014,Proportions,Contributions to EU institutions' humanitarian assistance,19.12
Netherlands,2015,Proportions,Bilateral,65.64
Netherlands,2015,Proportions,Multilateral through UN and others,23.48
Netherlands,2015,Proportions,Contributions to EU institutions' humanitarian assistance,10.88
Netherlands,2016,Proportions,Bilateral,50.87
Netherlands,2016,Proportions,Multilateral through UN and others,29.72
Netherlands,2016,Proportions,Contributions to EU institutions' humanitarian assistance,19.41
Netherlands,2017,Proportions,Bilateral,47.23
Netherlands,2017,Proportions,Multilateral through UN and others,36.01
Netherlands,2017,Proportions,Contributions to EU institutions' humanitarian assistance,16.76
Netherlands,2018,Proportions,Bilateral,47.20
Netherlands,2018,Proportions,Multilateral through UN and others,37.01
Netherlands,2018,Proportions,Contributions to EU institutions' humanitarian assistance,15.79
Netherlands,2019,Proportions,Bilateral,37.64
Netherlands,2019,Proportions,Multilateral through UN and others,46.49
Netherlands,2019,Proportions,Contributions to EU institutions' humanitarian assistance,15.87
Netherlands,2020,Proportions,Bilateral,51.82
Netherlands,2020,Proportions,Multilateral through UN and others,33.22
Netherlands,2020,Proportions,Contributions to EU institutions' humanitarian assistance,14.96
Netherlands,2021,Proportions,Bilateral,47.17
Netherlands,2021,Proportions,Multilateral through UN and others,35.22
Netherlands,2021,Proportions,Contributions to EU institutions' humanitarian assistance,17.61
Netherlands,2022,Proportions,Bilateral,33.43
Netherlands,2022,Proportions,Multilateral through UN and others,44.07
Netherlands,2022,Proportions,Contributions to EU institutions' humanitarian assistance,22.50
New Zealand,2013,Proportions,Bilateral,59.64
New Zealand,2013,Proportions,Multilateral through UN and others,40.36
New Zealand,2013,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
New Zealand,2014,Proportions,Bilateral,64.80
New Zealand,2014,Proportions,Multilateral through UN and others,35.20
New Zealand,2014,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
New Zealand,2015,Proportions,Bilateral,56.24
New Zealand,2015,Proportions,Multilateral through UN and others,43.76
New Zealand,2015,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
New Zealand,2016,Proportions,Bilateral,66.71
New Zealand,2016,Proportions,Multilateral through UN and others,33.29
New Zealand,2016,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
New Zealand,2017,Proportions,Bilateral,69.55
New Zealand,2017,Proportions,Multilateral through UN and others,30.45
New Zealand,2017,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
New Zealand,2018,Proportions,Bilateral,66.24
New Zealand,2018,Proportions,Multilateral through UN and others,33.76
New Zealand,2018,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
New Zealand,2019,Proportions,Bilateral,66.48
New Zealand,2019,Proportions,Multilateral through UN and others,33.52
New Zealand,2019,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
New Zealand,2020,Proportions,Bilateral,62.46
New Zealand,2020,Proportions,Multilateral through UN and others,37.54
New Zealand,2020,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
New Zealand,2021,Proportions,Bilateral,67.58
New Zealand,2021,Proportions,Multilateral through UN and others,32.42
New Zealand,2021,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
New Zealand,2022,Proportions,Bilateral,67.09
New Zealand,2022,Proportions,Multilateral through UN and others,32.91
New Zealand,2022,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Norway,2013,Proportions,Bilateral,68.51
Norway,2013,Proportions,Multilateral through UN and others,31.49
Norway,2013,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Norway,2014,Proportions,Bilateral,71.92
Norway,2014,Proportions,Multilateral through UN and others,28.08
Norway,2014,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Norway,2015,Proportions,Bilateral,72.92
Norway,2015,Proportions,Multilateral through UN and others,27.08
Norway,2015,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Norway,2016,Proportions,Bilateral,75.20
Norway,2016,Proportions,Multilateral through UN and others,24.80
Norway,2016,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Norway,2017,Proportions,Bilateral,76.36
Norway,2017,Proportions,Multilateral through UN and others,23.64
Norway,2017,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Norway,2018,Proportions,Bilateral,73.15
Norway,2018,Proportions,Multilateral through UN and others,26.85
Norway,2018,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Norway,2019,Proportions,Bilateral,74.70
Norway,2019,Proportions,Multilateral through UN and others,25.30
Norway,2019,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Norway,2020,Proportions,Bilateral,73.11
Norway,2020,Proportions,Multilateral through UN and others,26.89
Norway,2020,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Norway,2021,Proportions,Bilateral,65.70
Norway,2021,Proportions,Multilateral through UN and others,34.30
Norway,2021,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Norway,2022,Proportions,Bilateral,73.86
Norway,2022,Proportions,Multilateral through UN and others,26.14
Norway,2022,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Poland,2013,Proportions,Bilateral,9.43
Poland,2013,Proportions,Multilateral through UN and others,1.48
Poland,2013,Proportions,Contributions to EU institutions' humanitarian assistance,89.10
Poland,2014,Proportions,Bilateral,8.32
Poland,2014,Proportions,Multilateral through UN and others,1.25
Poland,2014,Proportions,Contributions to EU institutions' humanitarian assistance,90.43
Poland,2015,Proportions,Bilateral,12.91
Poland,2015,Proportions,Multilateral through UN and others,1.76
Poland,2015,Proportions,Contributions to EU institutions' humanitarian assistance,85.33
Poland,2016,Proportions,Bilateral,25.81
Poland,2016,Proportions,Multilateral through UN and others,0.54
Poland,2016,Proportions,Contributions to EU institutions' humanitarian assistance,73.66
Poland,2017,Proportions,Bilateral,40.55
Poland,2017,Proportions,Multilateral through UN and others,1.48
Poland,2017,Proportions,Contributions to EU institutions' humanitarian assistance,57.97
Poland,2018,Proportions,Bilateral,33.29
Poland,2018,Proportions,Multilateral through UN and others,1.23
Poland,2018,Proportions,Contributions to EU institutions' humanitarian assistance,65.47
Poland,2019,Proportions,Bilateral,21.70
Poland,2019,Proportions,Multilateral through UN and others,2.61
Poland,2019,Proportions,Contributions to EU institutions' humanitarian assistance,75.68
Poland,2020,Proportions,Bilateral,29.51
Poland,2020,Proportions,Multilateral through UN and others,1.72
Poland,2020,Proportions,Contributions to EU institutions' humanitarian assistance,68.78
Poland,2021,Proportions,Bilateral,16.74
Poland,2021,Proportions,Multilateral through UN and others,1.03
Poland,2021,Proportions,Contributions to EU institutions' humanitarian assistance,82.23
Poland,2022,Proportions,Bilateral,45.35
Poland,2022,Proportions,Multilateral through UN and others,0.56
Poland,2022,Proportions,Contributions to EU institutions' humanitarian assistance,54.09
Saudi Arabia,2013,Proportions,Bilateral,100.00
Saudi Arabia,2013,Proportions,Multilateral through UN and others,0.00
Saudi Arabia,2013,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Saudi Arabia,2014,Proportions,Bilateral,100.00
Saudi Arabia,2014,Proportions,Multilateral through UN and others,0.00
Saudi Arabia,2014,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Saudi Arabia,2015,Proportions,Bilateral,100.00
Saudi Arabia,2015,Proportions,Multilateral through UN and others,0.00
Saudi Arabia,2015,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Saudi Arabia,2016,Proportions,Bilateral,100.00
Saudi Arabia,2016,Proportions,Multilateral through UN and others,0.00
Saudi Arabia,2016,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Saudi Arabia,2017,Proportions,Bilateral,100.00
Saudi Arabia,2017,Proportions,Multilateral through UN and others,0.00
Saudi Arabia,2017,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Saudi Arabia,2018,Proportions,Bilateral,100.00
Saudi Arabia,2018,Proportions,Multilateral through UN and others,0.00
Saudi Arabia,2018,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Saudi Arabia,2019,Proportions,Bilateral,100.00
Saudi Arabia,2019,Proportions,Multilateral through UN and others,0.00
Saudi Arabia,2019,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Saudi Arabia,2020,Proportions,Bilateral,100.00
Saudi Arabia,2020,Proportions,Multilateral through UN and others,0.00
Saudi Arabia,2020,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Saudi Arabia,2021,Proportions,Bilateral,100.00
Saudi Arabia,2021,Proportions,Multilateral through UN and others,0.00
Saudi Arabia,2021,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Saudi Arabia,2022,Proportions,Bilateral,100.00
Saudi Arabia,2022,Proportions,Multilateral through UN and others,0.00
Saudi Arabia,2022,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Slovak Republic,2013,Proportions,Bilateral,5.07
Slovak Republic,2013,Proportions,Multilateral through UN and others,0.87
Slovak Republic,2013,Proportions,Contributions to EU institutions' humanitarian assistance,94.06
Slovak Republic,2014,Proportions,Bilateral,8.23
Slovak Republic,2014,Proportions,Multilateral through UN and others,0.92
Slovak Republic,2014,Proportions,Contributions to EU institutions' humanitarian assistance,90.85
Slovak Republic,2015,Proportions,Bilateral,23.35
Slovak Republic,2015,Proportions,Multilateral through UN and others,3.93
Slovak Republic,2015,Proportions,Contributions to EU institutions' humanitarian assistance,72.72
Slovak Republic,2016,Proportions,Bilateral,6.27
Slovak Republic,2016,Proportions,Multilateral through UN and others,7.96
Slovak Republic,2016,Proportions,Contributions to EU institutions' humanitarian assistance,85.77
Slovak Republic,2017,Proportions,Bilateral,6.52
Slovak Republic,2017,Proportions,Multilateral through UN and others,6.65
Slovak Republic,2017,Proportions,Contributions to EU institutions' humanitarian assistance,86.83
Slovak Republic,2018,Proportions,Bilateral,2.60
Slovak Republic,2018,Proportions,Multilateral through UN and others,3.95
Slovak Republic,2018,Proportions,Contributions to EU institutions' humanitarian assistance,93.45
Slovak Republic,2019,Proportions,Bilateral,15.08
Slovak Republic,2019,Proportions,Multilateral through UN and others,2.34
Slovak Republic,2019,Proportions,Contributions to EU institutions' humanitarian assistance,82.58
Slovak Republic,2020,Proportions,Bilateral,8.52
Slovak Republic,2020,Proportions,Multilateral through UN and others,2.56
Slovak Republic,2020,Proportions,Contributions to EU institutions' humanitarian assistance,88.91
Slovak Republic,2021,Proportions,Bilateral,3.33
Slovak Republic,2021,Proportions,Multilateral through UN and others,1.31
Slovak Republic,2021,Proportions,Contributions to EU institutions' humanitarian assistance,95.37
Slovak Republic,2022,Proportions,Bilateral,21.74
Slovak Republic,2022,Proportions,Multilateral through UN and others,0.57
Slovak Republic,2022,Proportions,Contributions to EU institutions' humanitarian assistance,77.69
Slovenia,2013,Proportions,Bilateral,8.35
Slovenia,2013,Proportions,Multilateral through UN and others,2.63
Slovenia,2013,Proportions,Contributions to EU institutions' humanitarian assistance,89.02
Slovenia,2014,Proportions,Bilateral,15.29
Slovenia,2014,Proportions,Multilateral through UN and others,1.05
Slovenia,2014,Proportions,Contributions to EU institutions' humanitarian assistance,83.66
Slovenia,2015,Proportions,Bilateral,28.40
Slovenia,2015,Proportions,Multilateral through UN and others,1.99
Slovenia,2015,Proportions,Contributions to EU institutions' humanitarian assistance,69.61
Slovenia,2016,Proportions,Bilateral,15.72
Slovenia,2016,Proportions,Multilateral through UN and others,1.27
Slovenia,2016,Proportions,Contributions to EU institutions' humanitarian assistance,83.01
Slovenia,2017,Proportions,Bilateral,20.81
Slovenia,2017,Proportions,Multilateral through UN and others,2.37
Slovenia,2017,Proportions,Contributions to EU institutions' humanitarian assistance,76.82
Slovenia,2018,Proportions,Bilateral,23.93
Slovenia,2018,Proportions,Multilateral through UN and others,2.75
Slovenia,2018,Proportions,Contributions to EU institutions' humanitarian assistance,73.32
Slovenia,2019,Proportions,Bilateral,19.22
Slovenia,2019,Proportions,Multilateral through UN and others,2.56
Slovenia,2019,Proportions,Contributions to EU institutions' humanitarian assistance,78.22
Slovenia,2020,Proportions,Bilateral,18.13
Slovenia,2020,Proportions,Multilateral through UN and others,1.44
Slovenia,2020,Proportions,Contributions to EU institutions' humanitarian assistance,80.44
Slovenia,2021,Proportions,Bilateral,22.37
Slovenia,2021,Proportions,Multilateral through UN and others,2.47
Slovenia,2021,Proportions,Contributions to EU institutions' humanitarian assistance,75.16
Slovenia,2022,Proportions,Bilateral,35.88
Slovenia,2022,Proportions,Multilateral through UN and others,1.09
Slovenia,2022,Proportions,Contributions to EU institutions' humanitarian assistance,63.03
Spain,2013,Proportions,Bilateral,26.04
Spain,2013,Proportions,Multilateral through UN and others,1.31
Spain,2013,Proportions,Contributions to EU institutions' humanitarian assistance,72.64
Spain,2014,Proportions,Bilateral,30.18
Spain,2014,Proportions,Multilateral through UN and others,0.41
Spain,2014,Proportions,Contributions to EU institutions' humanitarian assistance,69.41
Spain,2015,Proportions,Bilateral,27.76
Spain,2015,Proportions,Multilateral through UN and others,1.76
Spain,2015,Proportions,Contributions to EU institutions' humanitarian assistance,70.49
Spain,2016,Proportions,Bilateral,17.57
Spain,2016,Proportions,Multilateral through UN and others,3.83
Spain,2016,Proportions,Contributions to EU institutions' humanitarian assistance,78.60
Spain,2017,Proportions,Bilateral,22.65
Spain,2017,Proportions,Multilateral through UN and others,5.21
Spain,2017,Proportions,Contributions to EU institutions' humanitarian assistance,72.15
Spain,2018,Proportions,Bilateral,23.28
Spain,2018,Proportions,Multilateral through UN and others,10.54
Spain,2018,Proportions,Contributions to EU institutions' humanitarian assistance,66.18
Spain,2019,Proportions,Bilateral,26.45
Spain,2019,Proportions,Multilateral through UN and others,5.50
Spain,2019,Proportions,Contributions to EU institutions' humanitarian assistance,68.06
Spain,2020,Proportions,Bilateral,32.20
Spain,2020,Proportions,Multilateral through UN and others,5.59
Spain,2020,Proportions,Contributions to EU institutions' humanitarian assistance,62.21
Spain,2021,Proportions,Bilateral,35.66
Spain,2021,Proportions,Multilateral through UN and others,1.98
Spain,2021,Proportions,Contributions to EU institutions' humanitarian assistance,62.36
Spain,2022,Proportions,Bilateral,31.06
Spain,2022,Proportions,Multilateral through UN and others,3.13
Spain,2022,Proportions,Contributions to EU institutions' humanitarian assistance,65.81
Sweden,2013,Proportions,Bilateral,55.02
Sweden,2013,Proportions,Multilateral through UN and others,38.17
Sweden,2013,Proportions,Contributions to EU institutions' humanitarian assistance,6.82
Sweden,2014,Proportions,Bilateral,62.17
Sweden,2014,Proportions,Multilateral through UN and others,30.55
Sweden,2014,Proportions,Contributions to EU institutions' humanitarian assistance,7.28
Sweden,2015,Proportions,Bilateral,42.76
Sweden,2015,Proportions,Multilateral through UN and others,50.54
Sweden,2015,Proportions,Contributions to EU institutions' humanitarian assistance,6.69
Sweden,2016,Proportions,Bilateral,67.97
Sweden,2016,Proportions,Multilateral through UN and others,22.29
Sweden,2016,Proportions,Contributions to EU institutions' humanitarian assistance,9.74
Sweden,2017,Proportions,Bilateral,54.24
Sweden,2017,Proportions,Multilateral through UN and others,37.86
Sweden,2017,Proportions,Contributions to EU institutions' humanitarian assistance,7.90
Sweden,2018,Proportions,Bilateral,47.89
Sweden,2018,Proportions,Multilateral through UN and others,45.76
Sweden,2018,Proportions,Contributions to EU institutions' humanitarian assistance,6.36
Sweden,2019,Proportions,Bilateral,57.16
Sweden,2019,Proportions,Multilateral through UN and others,36.13
Sweden,2019,Proportions,Contributions to EU institutions' humanitarian assistance,6.71
Sweden,2020,Proportions,Bilateral,55.05
Sweden,2020,Proportions,Multilateral through UN and others,37.45
Sweden,2020,Proportions,Contributions to EU institutions' humanitarian assistance,7.50
Sweden,2021,Proportions,Bilateral,57.17
Sweden,2021,Proportions,Multilateral through UN and others,33.47
Sweden,2021,Proportions,Contributions to EU institutions' humanitarian assistance,9.36
Sweden,2022,Proportions,Bilateral,84.23
Sweden,2022,Proportions,Multilateral through UN and others,6.45
Sweden,2022,Proportions,Contributions to EU institutions' humanitarian assistance,9.32
Switzerland,2013,Proportions,Bilateral,87.00
Switzerland,2013,Proportions,Multilateral through UN and others,13.00
Switzerland,2013,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Switzerland,2014,Proportions,Bilateral,85.50
Switzerland,2014,Proportions,Multilateral through UN and others,14.50
Switzerland,2014,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Switzerland,2015,Proportions,Bilateral,84.95
Switzerland,2015,Proportions,Multilateral through UN and others,15.05
Switzerland,2015,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Switzerland,2016,Proportions,Bilateral,83.03
Switzerland,2016,Proportions,Multilateral through UN and others,16.97
Switzerland,2016,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Switzerland,2017,Proportions,Bilateral,81.65
Switzerland,2017,Proportions,Multilateral through UN and others,18.35
Switzerland,2017,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Switzerland,2018,Proportions,Bilateral,79.71
Switzerland,2018,Proportions,Multilateral through UN and others,20.29
Switzerland,2018,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Switzerland,2019,Proportions,Bilateral,81.32
Switzerland,2019,Proportions,Multilateral through UN and others,18.68
Switzerland,2019,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Switzerland,2020,Proportions,Bilateral,86.90
Switzerland,2020,Proportions,Multilateral through UN and others,13.10
Switzerland,2020,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Switzerland,2021,Proportions,Bilateral,79.49
Switzerland,2021,Proportions,Multilateral through UN and others,20.51
Switzerland,2021,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Switzerland,2022,Proportions,Bilateral,85.65
Switzerland,2022,Proportions,Multilateral through UN and others,14.35
Switzerland,2022,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
UAE,2013,Proportions,Bilateral,100.00
UAE,2013,Proportions,Multilateral through UN and others,0.00
UAE,2013,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
UAE,2014,Proportions,Bilateral,100.00
UAE,2014,Proportions,Multilateral through UN and others,0.00
UAE,2014,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
UAE,2015,Proportions,Bilateral,100.00
UAE,2015,Proportions,Multilateral through UN and others,0.00
UAE,2015,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
UAE,2016,Proportions,Bilateral,100.00
UAE,2016,Proportions,Multilateral through UN and others,0.00
UAE,2016,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
UAE,2017,Proportions,Bilateral,100.00
UAE,2017,Proportions,Multilateral through UN and others,0.00
UAE,2017,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
UAE,2018,Proportions,Bilateral,100.00
UAE,2018,Proportions,Multilateral through UN and others,0.00
UAE,2018,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
UAE,2019,Proportions,Bilateral,100.00
UAE,2019,Proportions,Multilateral through UN and others,0.00
UAE,2019,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
UAE,2020,Proportions,Bilateral,100.00
UAE,2020,Proportions,Multilateral through UN and others,0.00
UAE,2020,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
UAE,2021,Proportions,Bilateral,100.00
UAE,2021,Proportions,Multilateral through UN and others,0.00
UAE,2021,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
UAE,2022,Proportions,Bilateral,100.00
UAE,2022,Proportions,Multilateral through UN and others,0.00
UAE,2022,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
UK,2013,Proportions,Bilateral,68.74
UK,2013,Proportions,Multilateral through UN and others,15.97
UK,2013,Proportions,Contributions to EU institutions' humanitarian assistance,15.28
UK,2014,Proportions,Bilateral,71.92
UK,2014,Proportions,Multilateral through UN and others,15.64
UK,2014,Proportions,Contributions to EU institutions' humanitarian assistance,12.44
UK,2015,Proportions,Bilateral,75.53
UK,2015,Proportions,Multilateral through UN and others,13.07
UK,2015,Proportions,Contributions to EU institutions' humanitarian assistance,11.40
UK,2016,Proportions,Bilateral,70.08
UK,2016,Proportions,Multilateral through UN and others,12.09
UK,2016,Proportions,Contributions to EU institutions' humanitarian assistance,17.82
UK,2017,Proportions,Bilateral,74.82
UK,2017,Proportions,Multilateral through UN and others,13.00
UK,2017,Proportions,Contributions to EU institutions' humanitarian assistance,12.18
UK,2018,Proportions,Bilateral,69.51
UK,2018,Proportions,Multilateral through UN and others,19.32
UK,2018,Proportions,Contributions to EU institutions' humanitarian assistance,11.17
UK,2019,Proportions,Bilateral,66.95
UK,2019,Proportions,Multilateral through UN and others,21.84
UK,2019,Proportions,Contributions to EU institutions' humanitarian assistance,11.21
UK,2020,Proportions,Bilateral,75.20
UK,2020,Proportions,Multilateral through UN and others,13.07
UK,2020,Proportions,Contributions to EU institutions' humanitarian assistance,11.74
UK,2021,Proportions,Bilateral,60.79
UK,2021,Proportions,Multilateral through UN and others,18.86
UK,2021,Proportions,Contributions to EU institutions' humanitarian assistance,20.35
UK,2022,Proportions,Bilateral,74.53
UK,2022,Proportions,Multilateral through UN and others,13.78
UK,2022,Proportions,Contributions to EU institutions' humanitarian assistance,11.70
US,2013,Proportions,Bilateral,99.08
US,2013,Proportions,Multilateral through UN and others,0.92
US,2013,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
US,2014,Proportions,Bilateral,98.93
US,2014,Proportions,Multilateral through UN and others,1.07
US,2014,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
US,2015,Proportions,Bilateral,98.69
US,2015,Proportions,Multilateral through UN and others,1.31
US,2015,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
US,2016,Proportions,Bilateral,98.83
US,2016,Proportions,Multilateral through UN and others,1.17
US,2016,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
US,2017,Proportions,Bilateral,98.74
US,2017,Proportions,Multilateral through UN and others,1.26
US,2017,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
US,2018,Proportions,Bilateral,98.64
US,2018,Proportions,Multilateral through UN and others,1.36
US,2018,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
US,2019,Proportions,Bilateral,98.52
US,2019,Proportions,Multilateral through UN and others,1.48
US,2019,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
US,2020,Proportions,Bilateral,98.39
US,2020,Proportions,Multilateral through UN and others,1.61
US,2020,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
US,2021,Proportions,Bilateral,99.03
US,2021,Proportions,Multilateral through UN and others,0.97
US,2021,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
US,2022,Proportions,Bilateral,99.91
